loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
1762,2, Not Graduate, Yes,4606000.0,15369000.0,2,304,2209000.0,8930000.0,11515000.0,4042000.0, Approved
1763,5, Not Graduate, No,1551000.0,3948000.0,18,520,235000.0,2961000.0,5170000.0,1880000.0, Rejected
1764,0, Graduate, No,940000.0,2914000.0,14,613,47000.0,846000.0,2538000.0,611000.0, Approved
1765,2, Not Graduate, Yes,282000.0,516999.99999999994,8,885,329000.0,0.0,564000.0,141000.0, Approved
1766,4, Not Graduate, Yes,1692000.0,4465000.0,2,841,2303000.0,2067999.9999999998,6345000.0,987000.0, Approved
1767,2, Not Graduate, No,3525000.0,13677000.0,20,815,5828000.0,4465000.0,11891000.0,4277000.0, Approved
1768,5, Graduate, Yes,94000.0,188000.0,18,822,94000.0,141000.0,282000.0,141000.0, Approved
1769,4, Not Graduate, No,4653000.0,13677000.0,18,772,11327000.0,9118000.0,12596000.0,5499000.0, Approved
1770,5, Graduate, Yes,2867000.0,10575000.0,6,776,8271999.999999999,4653000.0,6486000.0,2256000.0, Approved
1771,4, Not Graduate, Yes,1645000.0,4841000.0,10,337,4230000.0,2632000.0,4935000.0,2115000.0, Rejected
1772,0, Not Graduate, Yes,3666000.0,8930000.0,12,333,7238000.0,7003000.0,14382000.0,4512000.0, Rejected
1773,3, Not Graduate, Yes,4089000.0,13771000.0,4,312,4230000.0,1316000.0,14100000.0,2303000.0, Approved
1774,2, Graduate, Yes,2585000.0,5828000.0,14,842,-47000.0,3196000.0,7426000.0,2726000.0, Approved
1775,3, Graduate, Yes,846000.0,2397000.0,8,790,47000.0,0.0,1739000.0,940000.0, Approved
1776,2, Graduate, No,3760000.0,14993000.0,16,806,9353000.0,846000.0,10904000.0,2538000.0, Approved
1777,5, Not Graduate, Yes,3525000.0,7990000.0,8,300,3666000.0,3901000.0,8883000.0,3149000.0, Rejected
1778,5, Graduate, Yes,1739000.0,5640000.0,12,605,2303000.0,846000.0,6204000.0,1457000.0, Approved
1779,2, Graduate, Yes,752000.0,2209000.0,12,582,705000.0,611000.0,2444000.0,470000.0, Approved
1780,5, Graduate, No,611000.0,1269000.0,6,607,376000.0,705000.0,2209000.0,752000.0, Approved
1781,5, Graduate, Yes,1128000.0,3854000.0,10,709,987000.0,1739000.0,4135999.9999999995,1316000.0, Approved
1782,4, Graduate, Yes,1927000.0,5452000.0,14,854,235000.0,3243000.0,5969000.0,2679000.0, Approved
1783,2, Not Graduate, Yes,3431000.0,7144000.0,20,776,6909000.0,4512000.0,12408000.0,1927000.0, Approved
1784,1, Graduate, Yes,3760000.0,11562000.0,12,649,5076000.0,752000.0,10246000.0,4324000.0, Approved
1785,3, Not Graduate, No,3713000.0,13160000.0,4,394,10716000.0,6204000.0,8554000.0,1833000.0, Approved
1786,4, Not Graduate, No,3384000.0,8883000.0,16,371,3102000.0,6627000.0,8883000.0,2303000.0, Rejected
1787,3, Not Graduate, No,2914000.0,6204000.0,14,707,8084000.0,4182999.9999999995,10857000.0,1974000.0, Approved
1788,2, Not Graduate, Yes,2679000.0,8507000.0,20,491,3196000.0,47000.0,8318999.999999999,1833000.0, Rejected
1789,0, Graduate, Yes,2726000.0,6627000.0,16,570,3854000.0,1974000.0,7708000.0,1739000.0, Approved
1790,1, Not Graduate, No,423000.0,1645000.0,18,395,1175000.0,376000.0,1410000.0,611000.0, Rejected
1791,0, Not Graduate, Yes,1033999.9999999999,3525000.0,10,497,1081000.0,987000.0,2679000.0,846000.0, Rejected
1792,3, Not Graduate, Yes,846000.0,2491000.0,14,440,940000.0,47000.0,1739000.0,470000.0, Rejected
1793,0, Not Graduate, Yes,376000.0,1128000.0,16,825,329000.0,0.0,1457000.0,516999.99999999994, Approved
1794,2, Graduate, Yes,3572000.0,8507000.0,14,320,6909000.0,1222000.0,13207000.0,3995000.0, Rejected
1795,2, Graduate, Yes,1927000.0,6345000.0,4,846,4182999.9999999995,3666000.0,5358000.0,1128000.0, Approved
1796,3, Graduate, Yes,2162000.0,5123000.0,12,856,6345000.0,2397000.0,4418000.0,1551000.0, Approved
1797,3, Graduate, No,1081000.0,3196000.0,10,418,1316000.0,1269000.0,2961000.0,658000.0, Rejected
1798,0, Not Graduate, Yes,3760000.0,9917000.0,6,306,7567000.0,5546000.0,13254000.0,4089000.0, Rejected
1799,2, Not Graduate, Yes,1786000.0,6815000.0,16,567,1128000.0,1222000.0,4935000.0,1410000.0, Approved
1800,2, Not Graduate, Yes,4465000.0,17296000.0,6,493,11327000.0,6486000.0,15087000.0,2914000.0, Rejected
1801,2, Graduate, No,4371000.0,9964000.0,2,509,1316000.0,1222000.0,16826000.0,3102000.0, Rejected
1802,4, Graduate, No,2209000.0,7990000.0,4,364,1363000.0,2162000.0,8836000.0,2914000.0, Approved
1803,5, Not Graduate, No,2820000.0,11280000.0,20,639,141000.0,3431000.0,7097000.0,3102000.0, Approved
1804,2, Graduate, Yes,2585000.0,10199000.0,2,309,5546000.0,470000.0,10152000.0,3572000.0, Approved
1805,0, Not Graduate, Yes,2162000.0,6956000.0,6,433,5687000.0,2162000.0,5217000.0,3149000.0, Rejected
1806,5, Not Graduate, No,4653000.0,15792000.0,20,580,3290000.0,5076000.0,17578000.0,6909000.0, Approved
1807,1, Graduate, Yes,2914000.0,7614000.0,4,888,-47000.0,5640000.0,11421000.0,1880000.0, Approved
1808,4, Not Graduate, Yes,188000.0,516999.99999999994,6,644,470000.0,141000.0,752000.0,188000.0, Approved
1809,1, Not Graduate, Yes,3666000.0,10434000.0,10,763,5264000.0,658000.0,12690000.0,2303000.0, Approved
1810,0, Graduate, Yes,1363000.0,5076000.0,20,694,3008000.0,94000.0,4982000.0,987000.0, Approved
1811,3, Not Graduate, No,235000.0,564000.0,6,757,611000.0,47000.0,564000.0,282000.0, Approved
1812,0, Not Graduate, No,1175000.0,3243000.0,12,471,3337000.0,1880000.0,2444000.0,705000.0, Rejected
1813,5, Not Graduate, No,4230000.0,16543999.999999998,2,437,8648000.0,8365999.999999999,8601000.0,4888000.0, Approved
1814,4, Not Graduate, Yes,2444000.0,5358000.0,10,406,6909000.0,940000.0,6110000.0,2067999.9999999998, Rejected
1815,5, Not Graduate, No,2820000.0,9259000.0,20,376,6909000.0,5029000.0,8037000.0,2585000.0, Rejected
1816,1, Graduate, No,2397000.0,6486000.0,14,350,2914000.0,1033999.9999999999,5922000.0,1692000.0, Rejected
1817,5, Not Graduate, Yes,3760000.0,10575000.0,20,784,3572000.0,3431000.0,12220000.0,5076000.0, Approved
1818,4, Graduate, Yes,4324000.0,11938000.0,14,765,9964000.0,3102000.0,11797000.0,2632000.0, Approved
1819,4, Not Graduate, No,4606000.0,15134000.0,18,593,4465000.0,188000.0,15980000.0,6721000.0, Approved
1820,3, Graduate, Yes,3572000.0,14100000.0,10,344,8930000.0,6439000.0,12972000.0,5217000.0, Rejected
1821,1, Graduate, No,2397000.0,5546000.0,12,314,6909000.0,3572000.0,5828000.0,2303000.0, Rejected
1822,4, Graduate, Yes,705000.0,1551000.0,16,382,94000.0,1128000.0,1504000.0,516999.99999999994, Rejected
1823,2, Not Graduate, Yes,2914000.0,7755000.0,4,510,6627000.0,2209000.0,8554000.0,2961000.0, Rejected
1824,2, Graduate, Yes,2961000.0,11562000.0,8,464,3619000.0,1033999.9999999999,6110000.0,3243000.0, Rejected
1825,1, Graduate, Yes,2585000.0,7003000.0,2,403,3478000.0,4182999.9999999995,9259000.0,1927000.0, Rejected
1826,3, Not Graduate, No,3807000.0,14288000.0,12,606,423000.0,516999.99999999994,14993000.0,5452000.0, Approved
1827,1, Graduate, No,2961000.0,10340000.0,20,646,4465000.0,3713000.0,6345000.0,2585000.0, Approved
1828,1, Graduate, No,516999.99999999994,1692000.0,20,495,752000.0,516999.99999999994,1457000.0,235000.0, Rejected
1829,3, Not Graduate, Yes,3384000.0,10152000.0,2,626,4982000.0,752000.0,12643000.0,1739000.0, Approved
1830,1, Not Graduate, Yes,1410000.0,2820000.0,16,518,1786000.0,799000.0,5452000.0,1833000.0, Rejected
1831,5, Graduate, No,1269000.0,3572000.0,8,746,423000.0,1033999.9999999999,3384000.0,1598000.0, Approved
1832,0, Not Graduate, No,2350000.0,7661000.0,12,737,1222000.0,1598000.0,5546000.0,2067999.9999999998, Approved
1833,0, Not Graduate, No,3948000.0,10481000.0,14,371,3901000.0,1739000.0,10481000.0,4277000.0, Rejected
1834,1, Graduate, No,3619000.0,12831000.0,8,509,4747000.0,1033999.9999999999,9494000.0,5076000.0, Rejected
1835,1, Graduate, No,2209000.0,6580000.0,2,411,2162000.0,2397000.0,4982000.0,1739000.0, Rejected
1836,2, Not Graduate, No,2021000.0,5546000.0,20,701,5452000.0,2162000.0,6674000.0,1551000.0, Approved
1837,5, Not Graduate, No,1175000.0,4135999.9999999995,10,769,1739000.0,752000.0,3854000.0,1269000.0, Approved
1838,5, Not Graduate, Yes,2067999.9999999998,5875000.0,6,740,3854000.0,1081000.0,4653000.0,2538000.0, Approved
1839,5, Not Graduate, No,2679000.0,5452000.0,4,892,4794000.0,2867000.0,9306000.0,3478000.0, Approved
1840,2, Not Graduate, No,2491000.0,6157000.0,14,417,2303000.0,2914000.0,8554000.0,3196000.0, Rejected
1841,5, Graduate, No,2162000.0,6768000.0,6,785,3055000.0,2961000.0,6909000.0,2914000.0, Approved
1842,3, Not Graduate, No,188000.0,516999.99999999994,16,504,94000.0,188000.0,376000.0,188000.0, Rejected
1843,0, Not Graduate, No,987000.0,2773000.0,14,402,2067999.9999999998,0.0,2256000.0,470000.0, Rejected
1844,2, Graduate, Yes,564000.0,1645000.0,16,540,1457000.0,846000.0,1645000.0,376000.0, Rejected
1845,2, Graduate, Yes,3760000.0,13348000.0,10,607,5358000.0,1786000.0,13630000.0,5452000.0, Approved
1846,1, Graduate, Yes,2350000.0,9118000.0,10,410,5452000.0,2914000.0,5499000.0,2115000.0, Rejected
1847,0, Not Graduate, No,3995000.0,8084000.0,12,624,3055000.0,3948000.0,8742000.0,2397000.0, Approved
1848,4, Graduate, No,2162000.0,7802000.0,16,805,2256000.0,3760000.0,5405000.0,1316000.0, Approved
1849,2, Graduate, No,2162000.0,7567000.0,18,709,3337000.0,4230000.0,6486000.0,2538000.0, Approved
1850,2, Not Graduate, Yes,3995000.0,14523000.0,14,511,10951000.0,2067999.9999999998,10293000.0,2585000.0, Rejected
1851,1, Graduate, Yes,3666000.0,11797000.0,18,766,3243000.0,3384000.0,7802000.0,4794000.0, Approved
1852,3, Not Graduate, Yes,658000.0,1786000.0,16,451,1457000.0,611000.0,2021000.0,611000.0, Rejected
1853,1, Not Graduate, Yes,1739000.0,4794000.0,4,447,141000.0,940000.0,6815000.0,1504000.0, Rejected
1854,3, Not Graduate, Yes,470000.0,1175000.0,18,763,188000.0,516999.99999999994,987000.0,658000.0, Approved
1855,5, Not Graduate, No,423000.0,1457000.0,20,834,470000.0,423000.0,987000.0,611000.0, Approved
1856,2, Graduate, No,2632000.0,9165000.0,8,429,2867000.0,1033999.9999999999,9917000.0,3384000.0, Rejected
1857,4, Not Graduate, No,1504000.0,4982000.0,16,693,3666000.0,2303000.0,4888000.0,846000.0, Approved
1858,1, Graduate, No,1363000.0,5217000.0,20,478,1974000.0,1363000.0,3995000.0,1410000.0, Rejected
1859,2, Graduate, Yes,141000.0,376000.0,10,752,282000.0,141000.0,470000.0,188000.0, Approved
1860,0, Graduate, Yes,1128000.0,2773000.0,14,319,940000.0,1974000.0,4465000.0,1551000.0, Rejected
1861,3, Graduate, No,2350000.0,8271999.999999999,8,303,2961000.0,4512000.0,6016000.0,3243000.0, Rejected
1862,3, Not Graduate, Yes,2350000.0,7849000.0,20,420,516999.99999999994,2350000.0,8789000.0,3243000.0, Rejected
1863,2, Not Graduate, Yes,94000.0,282000.0,8,552,188000.0,94000.0,329000.0,94000.0, Approved
1864,3, Not Graduate, Yes,2820000.0,7520000.0,12,606,1222000.0,5452000.0,9071000.0,3666000.0, Approved
1865,2, Not Graduate, No,2632000.0,6439000.0,2,558,3525000.0,4371000.0,5687000.0,3149000.0, Approved
1866,1, Not Graduate, No,2115000.0,5828000.0,6,504,5640000.0,1504000.0,6157000.0,1033999.9999999999, Rejected
1867,5, Not Graduate, Yes,94000.0,141000.0,8,412,-47000.0,47000.0,235000.0,47000.0, Rejected
1868,4, Not Graduate, Yes,2914000.0,8601000.0,4,900,7943000.0,1598000.0,7191000.0,3008000.0, Approved
1869,4, Not Graduate, Yes,4606000.0,11186000.0,8,634,6016000.0,4371000.0,17672000.0,2867000.0, Approved
1870,5, Graduate, Yes,1833000.0,4230000.0,8,340,2303000.0,3196000.0,4230000.0,2444000.0, Rejected
1871,3, Not Graduate, Yes,3901000.0,9823000.0,4,615,2067999.9999999998,94000.0,8930000.0,4512000.0, Approved
1872,2, Graduate, Yes,2303000.0,5734000.0,18,353,3290000.0,94000.0,6768000.0,1692000.0, Rejected
1873,4, Graduate, Yes,3243000.0,7661000.0,8,606,2726000.0,423000.0,11139000.0,1692000.0, Approved
1874,2, Not Graduate, No,2115000.0,6815000.0,18,498,3713000.0,94000.0,6345000.0,2256000.0, Rejected
1875,4, Not Graduate, No,3525000.0,10293000.0,2,585,3196000.0,5734000.0,12925000.0,3807000.0, Approved
1876,1, Not Graduate, Yes,1081000.0,3008000.0,8,578,1692000.0,846000.0,3290000.0,1410000.0, Approved
1877,1, Graduate, No,3478000.0,7285000.0,2,693,1410000.0,6016000.0,10246000.0,4371000.0, Approved
1878,4, Graduate, No,2256000.0,6721000.0,6,795,2773000.0,0.0,5217000.0,1222000.0, Approved
1879,1, Graduate, No,1222000.0,4653000.0,6,594,1363000.0,2021000.0,3149000.0,1175000.0, Approved
1880,3, Not Graduate, Yes,1269000.0,4982000.0,8,840,235000.0,1410000.0,4230000.0,893000.0, Approved
1881,3, Not Graduate, No,1739000.0,5123000.0,16,301,3666000.0,1081000.0,4512000.0,1598000.0, Rejected
1882,4, Graduate, Yes,1222000.0,4418000.0,18,481,1269000.0,2067999.9999999998,4042000.0,1128000.0, Rejected
1883,5, Not Graduate, Yes,4135999.9999999995,10857000.0,16,531,9776000.0,1222000.0,10387000.0,3760000.0, Rejected
1884,2, Not Graduate, No,3525000.0,7238000.0,8,332,3901000.0,1457000.0,11139000.0,2538000.0, Rejected
1885,0, Graduate, No,2209000.0,8695000.0,4,516,470000.0,3948000.0,4888000.0,2867000.0, Approved
1886,2, Not Graduate, No,3337000.0,12502000.0,6,727,7755000.0,4606000.0,9917000.0,3713000.0, Approved
1887,3, Not Graduate, Yes,2585000.0,9071000.0,10,344,6768000.0,611000.0,5828000.0,3102000.0, Rejected
1888,2, Graduate, No,4465000.0,14805000.0,12,650,8271999.999999999,7802000.0,10434000.0,5358000.0, Approved
1889,3, Graduate, Yes,1974000.0,7238000.0,8,362,4653000.0,2491000.0,7285000.0,2632000.0, Rejected
1890,5, Graduate, Yes,3243000.0,8742000.0,18,307,1645000.0,2256000.0,11891000.0,1974000.0, Rejected
1891,5, Graduate, No,4653000.0,11562000.0,2,530,11374000.0,6016000.0,9588000.0,6110000.0, Rejected
1892,5, Graduate, No,3149000.0,8318999.999999999,6,482,1504000.0,4888000.0,8695000.0,2679000.0, Rejected
1893,0, Not Graduate, Yes,4371000.0,10434000.0,14,701,282000.0,4747000.0,16873000.0,2679000.0, Approved
1894,2, Graduate, No,2632000.0,8084000.0,16,586,6439000.0,987000.0,6721000.0,2021000.0, Approved
1895,0, Graduate, Yes,3807000.0,8271999.999999999,16,384,7144000.0,6251000.0,14899000.0,4794000.0, Rejected
1896,4, Not Graduate, No,2820000.0,8460000.0,18,882,3149000.0,1175000.0,5734000.0,3525000.0, Approved
1897,5, Not Graduate, Yes,1974000.0,5264000.0,2,758,2491000.0,3055000.0,4512000.0,1786000.0, Approved
1898,5, Graduate, No,752000.0,1880000.0,18,529,141000.0,564000.0,2491000.0,940000.0, Rejected
1899,3, Graduate, Yes,376000.0,705000.0,2,589,705000.0,516999.99999999994,846000.0,188000.0, Approved
1900,1, Graduate, No,235000.0,611000.0,6,670,470000.0,235000.0,658000.0,329000.0, Approved
1901,5, Not Graduate, Yes,2021000.0,6627000.0,12,532,5922000.0,2679000.0,5640000.0,2162000.0, Rejected
1902,0, Not Graduate, No,1880000.0,5875000.0,18,868,5170000.0,376000.0,6768000.0,1081000.0, Approved
1903,2, Not Graduate, No,1363000.0,3431000.0,2,776,3901000.0,1410000.0,3995000.0,1598000.0, Approved
1904,5, Graduate, Yes,1081000.0,4277000.0,16,644,1880000.0,1222000.0,3102000.0,1457000.0, Approved
1905,0, Graduate, Yes,846000.0,2820000.0,12,658,1363000.0,1081000.0,2115000.0,1128000.0, Approved
1906,1, Graduate, Yes,4089000.0,15933000.0,10,766,7661000.0,329000.0,9165000.0,4230000.0, Approved
1907,3, Not Graduate, No,3666000.0,9917000.0,12,717,564000.0,5029000.0,9353000.0,2914000.0, Approved
1908,2, Graduate, No,1504000.0,2961000.0,10,339,141000.0,2303000.0,3431000.0,1269000.0, Rejected
1909,0, Not Graduate, No,752000.0,2115000.0,18,463,47000.0,940000.0,1927000.0,846000.0, Rejected
1910,4, Not Graduate, No,1128000.0,3431000.0,4,540,1175000.0,141000.0,3666000.0,1033999.9999999999, Approved
1911,1, Graduate, No,846000.0,2773000.0,16,804,376000.0,1175000.0,2350000.0,470000.0, Approved
1912,1, Graduate, No,3525000.0,7520000.0,10,541,7661000.0,2115000.0,10528000.0,2397000.0, Rejected
1913,4, Not Graduate, Yes,3149000.0,8648000.0,10,371,893000.0,658000.0,7379000.0,2067999.9999999998, Rejected
1914,5, Graduate, No,2726000.0,6439000.0,6,369,4935000.0,1269000.0,5687000.0,1410000.0, Rejected
1915,0, Not Graduate, No,235000.0,846000.0,2,651,329000.0,0.0,799000.0,94000.0, Approved
1916,0, Graduate, Yes,4418000.0,14429000.0,10,477,8178000.0,423000.0,12925000.0,2914000.0, Rejected
1917,4, Not Graduate, No,752000.0,2914000.0,18,554,1504000.0,376000.0,2585000.0,516999.99999999994, Approved
1918,0, Graduate, Yes,4371000.0,11750000.0,14,362,7003000.0,7567000.0,15181000.0,5170000.0, Rejected
1919,5, Graduate, No,1739000.0,6580000.0,2,469,1786000.0,282000.0,3760000.0,1316000.0, Approved
1920,3, Not Graduate, No,423000.0,893000.0,12,547,1128000.0,188000.0,1410000.0,188000.0, Rejected
1921,4, Not Graduate, No,235000.0,611000.0,6,809,94000.0,141000.0,423000.0,235000.0, Approved
1922,1, Graduate, Yes,3666000.0,7614000.0,2,335,2303000.0,3713000.0,13489000.0,3008000.0, Rejected
1923,5, Not Graduate, Yes,2491000.0,6439000.0,18,708,3572000.0,423000.0,9024000.0,2773000.0, Approved
1924,0, Graduate, No,141000.0,329000.0,16,779,94000.0,0.0,470000.0,188000.0, Approved
1925,0, Graduate, Yes,2350000.0,9353000.0,6,748,3901000.0,3995000.0,5311000.0,1410000.0, Approved
1926,0, Graduate, No,3713000.0,13442000.0,18,541,188000.0,1833000.0,10481000.0,3149000.0, Rejected
1927,4, Graduate, No,2491000.0,7426000.0,2,527,1786000.0,2444000.0,9259000.0,1833000.0, Rejected
1928,0, Not Graduate, Yes,2585000.0,7191000.0,4,859,2162000.0,4465000.0,10058000.0,1363000.0, Approved
1929,0, Graduate, No,705000.0,2632000.0,18,604,940000.0,1128000.0,2067999.9999999998,846000.0, Approved
1930,5, Graduate, No,3102000.0,9447000.0,18,348,3243000.0,1175000.0,10575000.0,3384000.0, Rejected
1931,4, Graduate, Yes,2914000.0,7614000.0,20,734,4135999.9999999995,1880000.0,6862000.0,2067999.9999999998, Approved
1932,3, Graduate, No,2961000.0,7990000.0,16,388,5499000.0,987000.0,7567000.0,1504000.0, Rejected
1933,0, Graduate, Yes,1786000.0,3807000.0,20,831,3055000.0,799000.0,3619000.0,940000.0, Approved
1934,5, Not Graduate, No,235000.0,705000.0,6,433,-47000.0,329000.0,893000.0,329000.0, Rejected
1935,2, Graduate, Yes,2350000.0,7473000.0,16,699,4135999.9999999995,2773000.0,8507000.0,3384000.0, Approved
1936,0, Not Graduate, No,2115000.0,8037000.0,8,303,3478000.0,3854000.0,8178000.0,1974000.0, Rejected
1937,4, Not Graduate, No,470000.0,1786000.0,2,611,799000.0,846000.0,1175000.0,282000.0, Approved
1938,2, Graduate, No,799000.0,1739000.0,20,558,1927000.0,658000.0,2350000.0,1175000.0, Approved
1939,4, Graduate, Yes,564000.0,2256000.0,2,752,1316000.0,423000.0,1410000.0,282000.0, Approved
1940,5, Not Graduate, Yes,3995000.0,12126000.0,14,786,6533000.0,5170000.0,15228000.0,5311000.0, Approved
1941,0, Graduate, No,4042000.0,13630000.0,18,481,9964000.0,1222000.0,13019000.0,2538000.0, Rejected
1942,2, Graduate, No,188000.0,611000.0,16,507,94000.0,94000.0,705000.0,141000.0, Rejected
1943,4, Graduate, No,4089000.0,9306000.0,14,715,6345000.0,6298000.0,15040000.0,3995000.0, Approved
1944,0, Not Graduate, No,846000.0,2679000.0,20,392,1786000.0,1128000.0,1645000.0,658000.0, Rejected
1945,0, Graduate, Yes,2209000.0,8318999.999999999,16,887,611000.0,2303000.0,6204000.0,3149000.0, Approved
1946,0, Not Graduate, No,3431000.0,10152000.0,2,479,8413000.0,5781000.0,7473000.0,3525000.0, Rejected
1947,2, Graduate, No,3948000.0,15087000.0,20,328,7661000.0,2162000.0,9165000.0,3760000.0, Rejected
1948,2, Graduate, Yes,2256000.0,6063000.0,8,740,4371000.0,423000.0,5170000.0,1739000.0, Approved
1949,2, Graduate, No,4324000.0,16074000.0,2,456,5734000.0,5311000.0,12126000.0,2679000.0, Approved
1950,1, Not Graduate, No,2914000.0,9917000.0,10,467,7332000.0,4935000.0,11045000.0,2491000.0, Rejected
1951,0, Graduate, Yes,94000.0,329000.0,10,587,-47000.0,47000.0,235000.0,47000.0, Rejected
1952,0, Not Graduate, Yes,1175000.0,3149000.0,16,569,2115000.0,1598000.0,2914000.0,611000.0, Approved
1953,3, Not Graduate, Yes,3760000.0,11468000.0,14,399,8977000.0,2538000.0,9682000.0,5452000.0, Rejected
1954,1, Not Graduate, No,2162000.0,7144000.0,4,593,6486000.0,1786000.0,5499000.0,1833000.0, Approved
1955,3, Not Graduate, Yes,2303000.0,5969000.0,8,409,940000.0,1175000.0,9071000.0,2209000.0, Rejected
1956,4, Not Graduate, No,4465000.0,10011000.0,18,353,10763000.0,1081000.0,10058000.0,5217000.0, Rejected
1957,5, Graduate, Yes,2115000.0,5452000.0,20,306,2256000.0,893000.0,5593000.0,2679000.0, Rejected
1958,2, Graduate, Yes,2773000.0,6674000.0,12,499,4324000.0,5452000.0,9494000.0,2067999.9999999998, Rejected
1959,4, Graduate, No,1974000.0,6862000.0,6,324,2961000.0,2773000.0,5499000.0,1410000.0, Rejected
1960,2, Not Graduate, Yes,1551000.0,5311000.0,6,647,2397000.0,2820000.0,6016000.0,2067999.9999999998, Approved
1961,2, Graduate, Yes,2303000.0,5922000.0,2,767,516999.99999999994,3478000.0,6110000.0,1786000.0, Approved
1962,4, Not Graduate, No,2491000.0,5029000.0,12,821,7238000.0,4794000.0,8271999.999999999,1222000.0, Approved
1963,4, Not Graduate, No,3384000.0,8318999.999999999,6,338,4653000.0,4371000.0,13066000.0,3384000.0, Rejected
1964,0, Graduate, No,3948000.0,11421000.0,4,785,5593000.0,4747000.0,12502000.0,3995000.0, Approved
1965,3, Graduate, No,1786000.0,5546000.0,4,694,0.0,235000.0,3901000.0,2397000.0, Approved
1966,0, Not Graduate, No,4653000.0,10481000.0,20,613,13348000.0,4182999.9999999995,11092000.0,2303000.0, Approved
1967,4, Graduate, Yes,1363000.0,3901000.0,10,318,4089000.0,1927000.0,5123000.0,987000.0, Rejected
1968,3, Not Graduate, Yes,2820000.0,8789000.0,18,783,1316000.0,3995000.0,9541000.0,4135999.9999999995, Approved
1969,2, Not Graduate, No,799000.0,2491000.0,20,761,1175000.0,235000.0,1739000.0,564000.0, Approved
1970,4, Graduate, Yes,2491000.0,5640000.0,10,329,7191000.0,4371000.0,8131000.0,2867000.0, Rejected
1971,5, Not Graduate, Yes,3525000.0,7050000.0,14,661,5687000.0,2726000.0,14053000.0,2067999.9999999998, Approved
1972,4, Not Graduate, No,188000.0,423000.0,18,339,329000.0,94000.0,376000.0,94000.0, Rejected
1973,1, Graduate, Yes,3901000.0,8318999.999999999,10,673,11139000.0,2491000.0,13489000.0,1974000.0, Approved
1974,3, Graduate, No,2115000.0,7943000.0,18,748,3995000.0,3384000.0,7097000.0,3102000.0, Approved
1975,3, Graduate, No,2162000.0,4700000.0,4,702,3196000.0,705000.0,7567000.0,2115000.0, Approved
1976,4, Not Graduate, No,2209000.0,4841000.0,12,710,3525000.0,3619000.0,7943000.0,3102000.0, Approved
1977,0, Graduate, Yes,423000.0,1645000.0,6,331,1128000.0,658000.0,1645000.0,516999.99999999994, Rejected
1978,1, Not Graduate, No,1128000.0,3572000.0,12,372,2679000.0,2067999.9999999998,3102000.0,658000.0, Rejected
1979,0, Not Graduate, Yes,1833000.0,4512000.0,10,783,4653000.0,987000.0,5123000.0,1833000.0, Approved
1980,0, Graduate, No,3901000.0,14758000.0,18,558,6251000.0,1363000.0,12173000.0,2961000.0, Approved
1981,4, Graduate, Yes,2209000.0,6110000.0,6,552,2632000.0,3901000.0,5593000.0,1128000.0, Approved
1982,4, Not Graduate, No,1833000.0,4982000.0,20,544,1927000.0,1457000.0,5123000.0,2303000.0, Rejected
1983,2, Not Graduate, No,188000.0,470000.0,6,425,376000.0,141000.0,376000.0,94000.0, Rejected
1984,2, Not Graduate, Yes,799000.0,2397000.0,18,321,940000.0,1316000.0,2397000.0,705000.0, Rejected
1985,2, Graduate, Yes,2867000.0,7285000.0,8,758,4182999.9999999995,1880000.0,6251000.0,3384000.0, Approved
1986,5, Graduate, Yes,3431000.0,9212000.0,10,373,4888000.0,2209000.0,9165000.0,4982000.0, Rejected
1987,3, Not Graduate, Yes,141000.0,235000.0,6,876,141000.0,47000.0,516999.99999999994,141000.0, Approved
1988,2, Not Graduate, No,2021000.0,6815000.0,10,594,5358000.0,329000.0,6580000.0,2491000.0, Approved
1989,3, Not Graduate, No,3290000.0,8648000.0,18,837,1316000.0,3713000.0,7238000.0,2679000.0, Approved
1990,0, Not Graduate, Yes,2303000.0,7755000.0,4,600,5217000.0,1033999.9999999999,5640000.0,3055000.0, Approved
1991,4, Graduate, No,2914000.0,5828000.0,20,547,6674000.0,5076000.0,8084000.0,3760000.0, Rejected
1992,1, Not Graduate, No,1927000.0,7426000.0,12,431,4559000.0,3431000.0,7144000.0,2679000.0, Rejected
1993,0, Not Graduate, Yes,3431000.0,10622000.0,12,851,1551000.0,1598000.0,11656000.0,2491000.0, Approved
1994,4, Not Graduate, Yes,4324000.0,13207000.0,12,760,10904000.0,4559000.0,10481000.0,6063000.0, Approved
1995,0, Not Graduate, No,376000.0,1128000.0,2,716,329000.0,564000.0,1457000.0,188000.0, Approved
1996,4, Not Graduate, No,1363000.0,5264000.0,10,744,3102000.0,1880000.0,3431000.0,752000.0, Approved
1997,3, Not Graduate, No,3807000.0,10152000.0,4,740,10528000.0,1739000.0,7943000.0,4653000.0, Approved
1998,0, Graduate, No,4371000.0,9541000.0,14,759,12690000.0,5452000.0,12455000.0,5123000.0, Approved
1999,4, Graduate, Yes,4324000.0,13818000.0,14,517,2303000.0,0.0,15745000.0,4747000.0, Rejected
2000,3, Not Graduate, Yes,1457000.0,2961000.0,18,895,1081000.0,1598000.0,4935000.0,1974000.0, Approved
2001,3, Not Graduate, Yes,3290000.0,7238000.0,20,315,9353000.0,3572000.0,7708000.0,2773000.0, Rejected
